objectid,parentid,group_count,title,creator,date,year,subject,description,county,city,location,latitude,longitude,type,format,filename,display_template,object_full,object_location,image_small,image_thumb
sanborn-deary-1921-002,deary-1921,2,"Sanborn Map of Deary, Latah County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Latah,Deary,"Deary, Idaho",,,Image;StillImage,image/jpg,sanborn-deary-1921-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-deary-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-deary-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-deary-1921-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-deary-1921-002_th.jpg"
driggs-1921,,,"Sanborn Map of Driggs, Teton County, Idaho, 1921",Sanborn Map Company,1921,1921,,group of map pages highlighting detailed information about the location's features,Teton,Driggs,"Driggs, Idaho",43.72268591,-111.11015,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-driggs-1921-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-driggs-1921-001_th.jpg"
sanborn-driggs-1921-001,driggs-1921,5,"Sanborn Map of Driggs, Teton County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Teton,Driggs,"Driggs, Idaho",,,Image;StillImage,image/jpg,sanborn-driggs-1921-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-driggs-1921-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-driggs-1921-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-driggs-1921-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-driggs-1921-001_th.jpg"
sanborn-driggs-1921-002,driggs-1921,5,"Sanborn Map of Driggs, Teton County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Teton,Driggs,"Driggs, Idaho",,,Image;StillImage,image/jpg,sanborn-driggs-1921-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-driggs-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-driggs-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-driggs-1921-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-driggs-1921-002_th.jpg"
sanborn-driggs-1921-003,driggs-1921,5,"Sanborn Map of Driggs, Teton County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Teton,Driggs,"Driggs, Idaho",,,Image;StillImage,image/jpg,sanborn-driggs-1921-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-driggs-1921-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-driggs-1921-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-driggs-1921-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-driggs-1921-003_th.jpg"
sanborn-driggs-1921-004,driggs-1921,5,"Sanborn Map of Driggs, Teton County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Teton,Driggs,"Driggs, Idaho",,,Image;StillImage,image/jpg,sanborn-driggs-1921-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-driggs-1921-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-driggs-1921-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-driggs-1921-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-driggs-1921-004_th.jpg"
sanborn-driggs-1921-005,driggs-1921,5,"Sanborn Map of Driggs, Teton County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Teton,Driggs,"Driggs, Idaho",,,Image;StillImage,image/jpg,sanborn-driggs-1921-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-driggs-1921-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-driggs-1921-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-driggs-1921-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-driggs-1921-005_th.jpg"
sanborn-dubois-1909-001,,1,"Sanborn Map of Dubois, Clark County, Idaho, 1909",Sanborn Map Company,1909,1909,,map page highlighting detailed information about the location's features,Clark,Dubois,"Dubois, Idaho",44.17676363,-112.2303173,Image;StillImage,image/jpg,sanborn-dubois-1909-001.jpg,sanborn_map,https://objects.lib.uidaho.edu/sanborn/full/sanborn-dubois-1909-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-dubois-1909-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-dubois-1909-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-dubois-1909-001_th.jpg"
dubois-1921,,,"Sanborn Map of Dubois, Clark County, Idaho, 1921",Sanborn Map Company,1921,1921,,group of map pages highlighting detailed information about the location's features,Clark,Dubois,"Dubois, Idaho",,,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-dubois-1921-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-dubois-1921-001_th.jpg"
sanborn-dubois-1921-001,dubois-1921,3,"Sanborn Map of Dubois, Clark County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Clark,Dubois,"Dubois, Idaho",,,Image;StillImage,image/jpg,sanborn-dubois-1921-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-dubois-1921-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-dubois-1921-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-dubois-1921-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-dubois-1921-001_th.jpg"
sanborn-dubois-1921-002,dubois-1921,3,"Sanborn Map of Dubois, Clark County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Clark,Dubois,"Dubois, Idaho",,,Image;StillImage,image/jpg,sanborn-dubois-1921-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-dubois-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-dubois-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-dubois-1921-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-dubois-1921-002_th.jpg"
sanborn-dubois-1921-003,dubois-1921,3,"Sanborn Map of Dubois, Clark County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Clark,Dubois,"Dubois, Idaho",,,Image;StillImage,image/jpg,sanborn-dubois-1921-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-dubois-1921-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-dubois-1921-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-dubois-1921-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-dubois-1921-003_th.jpg"
sanborn-eagle-1914-001,,1,"Sanborn Map of Eagle, Ada County, Idaho, 1914",Sanborn Map Company,1914,1914,,map page highlighting detailed information about the location's features,Ada,Eagle,"Eagle, Idaho",43.69594733,-116.3572304,Image;StillImage,image/jpg,sanborn-eagle-1914-001.jpg,sanborn_map,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eagle-1914-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eagle-1914-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eagle-1914-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eagle-1914-001_th.jpg"
eagle-1923,,,"Sanborn Map of Eagle, Ada County, Idaho, 1923",Sanborn Map Company,1923,1923,,group of map pages highlighting detailed information about the location's features,Ada,Eagle,"Eagle, Idaho",43.69594733,-116.3572304,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eagle-1923-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eagle-1923-001_th.jpg"
sanborn-eagle-1923-001,eagle-1923,2,"Sanborn Map of Eagle, Ada County, Idaho, 1923",Sanborn Map Company,1923,1923,,map page highlighting detailed information about the location's features,Ada,Eagle,"Eagle, Idaho",,,Image;StillImage,image/jpg,sanborn-eagle-1923-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eagle-1923-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eagle-1923-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eagle-1923-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eagle-1923-001_th.jpg"
sanborn-eagle-1923-002,eagle-1923,2,"Sanborn Map of Eagle, Ada County, Idaho, 1923",Sanborn Map Company,1923,1923,,map page highlighting detailed information about the location's features,Ada,Eagle,"Eagle, Idaho",,,Image;StillImage,image/jpg,sanborn-eagle-1923-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eagle-1923-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eagle-1923-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eagle-1923-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eagle-1923-002_th.jpg"
sanborn-eaglerock-1884-001,,1,"Sanborn Map of Eaglerock; Idaho Falls, Bonneville County, Idaho, 1884",Sanborn Map Company,1884,1884,,map page highlighting detailed information about the location's features,Bonneville,Eaglerock; Idaho Falls,"Eaglerock; Idaho Falls, Idaho",43.49394938,-112.0371403,Image;StillImage,image/jpg,sanborn-eaglerock-1884-001.jpg,sanborn_map,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eaglerock-1884-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eaglerock-1884-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eaglerock-1884-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eaglerock-1884-001_th.jpg"
sanborn-eaglerock-1888-001,,1,"Sanborn Map of Eaglerock; Idaho Falls, Bonneville County, Idaho, 1888",Sanborn Map Company,1888,1888,,map page highlighting detailed information about the location's features,Bonneville,Eaglerock; Idaho Falls,"Eaglerock; Idaho Falls, Idaho",43.49394938,-112.0371403,Image;StillImage,image/jpg,sanborn-eaglerock-1888-001.jpg,sanborn_map,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eaglerock-1888-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eaglerock-1888-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eaglerock-1888-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eaglerock-1888-001_th.jpg"
sanborn-eaglerock-1890-001,,1,"Sanborn Map of Eaglerock; Idaho Falls, Bonneville County, Idaho, 1890",Sanborn Map Company,1890,1890,,map page highlighting detailed information about the location's features,Bonneville,Eaglerock; Idaho Falls,"Eaglerock; Idaho Falls, Idaho",43.49394938,-112.0371403,Image;StillImage,image/jpg,sanborn-eaglerock-1890-001.jpg,sanborn_map,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eaglerock-1890-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eaglerock-1890-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eaglerock-1890-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eaglerock-1890-001_th.jpg"
eden-1922,,,"Sanborn Map of Eden, Jerome County, Idaho, 1922",Sanborn Map Company,1922,1922,,group of map pages highlighting detailed information about the location's features,Jerome,Eden,"Eden, Idaho",42.60588913,-114.2106055,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eden-1922-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eden-1922-001_th.jpg"
sanborn-eden-1922-001,eden-1922,2,"Sanborn Map of Eden, Jerome County, Idaho, 1922",Sanborn Map Company,1922,1922,,map page highlighting detailed information about the location's features,Jerome,Eden,"Eden, Idaho",,,Image;StillImage,image/jpg,sanborn-eden-1922-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eden-1922-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eden-1922-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eden-1922-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eden-1922-001_th.jpg"
sanborn-eden-1922-002,eden-1922,2,"Sanborn Map of Eden, Jerome County, Idaho, 1922",Sanborn Map Company,1922,1922,,map page highlighting detailed information about the location's features,Jerome,Eden,"Eden, Idaho",,,Image;StillImage,image/jpg,sanborn-eden-1922-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-eden-1922-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-eden-1922-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-eden-1922-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-eden-1922-002_th.jpg"
elkriver-1914,,,"Sanborn Map of Elk River, Clearwater County, Idaho, 1914",Sanborn Map Company,1914,1914,,group of map pages highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",46.78359865,-116.1804266,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1914-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1914-001_th.jpg"
sanborn-elkriver-1914-001,elkriver-1914,3,"Sanborn Map of Elk River, Clearwater County, Idaho, 1914",Sanborn Map Company,1914,1914,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1914-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1914-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1914-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1914-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1914-001_th.jpg"
sanborn-elkriver-1914-002,elkriver-1914,3,"Sanborn Map of Elk River, Clearwater County, Idaho, 1914",Sanborn Map Company,1914,1914,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1914-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1914-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1914-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1914-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1914-002_th.jpg"
sanborn-elkriver-1914-003,elkriver-1914,3,"Sanborn Map of Elk River, Clearwater County, Idaho, 1914",Sanborn Map Company,1914,1914,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1914-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1914-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1914-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1914-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1914-003_th.jpg"
elkriver-1928,,,"Sanborn Map of Elk River, Clearwater County, Idaho, 1928",Sanborn Map Company,1928,1928,,group of map pages highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",46.78359865,-116.1804266,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1928-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1928-001_th.jpg"
sanborn-elkriver-1928-001,elkriver-1928,4,"Sanborn Map of Elk River, Clearwater County, Idaho, 1928",Sanborn Map Company,1928,1928,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1928-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1928-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1928-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1928-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1928-001_th.jpg"
sanborn-elkriver-1928-002,elkriver-1928,4,"Sanborn Map of Elk River, Clearwater County, Idaho, 1928",Sanborn Map Company,1928,1928,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1928-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1928-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1928-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1928-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1928-002_th.jpg"
sanborn-elkriver-1928-003,elkriver-1928,4,"Sanborn Map of Elk River, Clearwater County, Idaho, 1928",Sanborn Map Company,1928,1928,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1928-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1928-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1928-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1928-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1928-003_th.jpg"
sanborn-elkriver-1928-004,elkriver-1928,4,"Sanborn Map of Elk River, Clearwater County, Idaho, 1928",Sanborn Map Company,1928,1928,,map page highlighting detailed information about the location's features,Clearwater,Elk River,"Elk River, Idaho",,,Image;StillImage,image/jpg,sanborn-elkriver-1928-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-elkriver-1928-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-elkriver-1928-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-elkriver-1928-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-elkriver-1928-004_th.jpg"
emmett-1909,,,"Sanborn Map of Emmett, Gem County, Idaho, 1909",Sanborn Map Company,1909,1909,,group of map pages highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",43.87280449,-116.4995184,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1909-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1909-001_th.jpg"
sanborn-emmett-1909-001,emmett-1909,2,"Sanborn Map of Emmett, Gem County, Idaho, 1909",Sanborn Map Company,1909,1909,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1909-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1909-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1909-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1909-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1909-001_th.jpg"
sanborn-emmett-1909-002,emmett-1909,2,"Sanborn Map of Emmett, Gem County, Idaho, 1909",Sanborn Map Company,1909,1909,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1909-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1909-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1909-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1909-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1909-002_th.jpg"
emmett-1911,,,"Sanborn Map of Emmett, Gem County, Idaho, 1911",Sanborn Map Company,1911,1911,,group of map pages highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",43.87280449,-116.4995184,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1911-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1911-001_th.jpg"
sanborn-emmett-1911-001,emmett-1911,5,"Sanborn Map of Emmett, Gem County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1911-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1911-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1911-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1911-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1911-001_th.jpg"
sanborn-emmett-1911-002,emmett-1911,5,"Sanborn Map of Emmett, Gem County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1911-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1911-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1911-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1911-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1911-002_th.jpg"
sanborn-emmett-1911-003,emmett-1911,5,"Sanborn Map of Emmett, Gem County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1911-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1911-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1911-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1911-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1911-003_th.jpg"
sanborn-emmett-1911-004,emmett-1911,5,"Sanborn Map of Emmett, Gem County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1911-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1911-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1911-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1911-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1911-004_th.jpg"
sanborn-emmett-1911-005,emmett-1911,5,"Sanborn Map of Emmett, Gem County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1911-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1911-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1911-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1911-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1911-005_th.jpg"
emmett-1917,,,"Sanborn Map of Emmett, Gem County, Idaho, 1917",Sanborn Map Company,1917,1917,,group of map pages highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",43.87280449,-116.4995184,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1917-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1917-001_th.jpg"
sanborn-emmett-1917-001,emmett-1917,10,"Sanborn Map of Emmett, Gem County, Idaho, 1917",Sanborn Map Company,1917,1917,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1917-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1917-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1917-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1917-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1917-001_th.jpg"
sanborn-emmett-1917-002,emmett-1917,10,"Sanborn Map of Emmett, Gem County, Idaho, 1917",Sanborn Map Company,1917,1917,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1917-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1917-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1917-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1917-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1917-002_th.jpg"
sanborn-emmett-1917-003,emmett-1917,10,"Sanborn Map of Emmett, Gem County, Idaho, 1917",Sanborn Map Company,1917,1917,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1917-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1917-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1917-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1917-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1917-003_th.jpg"
sanborn-emmett-1917-004,emmett-1917,10,"Sanborn Map of Emmett, Gem County, Idaho, 1917",Sanborn Map Company,1917,1917,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1917-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1917-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1917-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1917-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1917-004_th.jpg"
sanborn-emmett-1917-005,emmett-1917,10,"Sanborn Map of Emmett, Gem County, Idaho, 1917",Sanborn Map Company,1917,1917,,map page highlighting detailed information about the location's features,Gem,Emmett,"Emmett, Idaho",,,Image;StillImage,image/jpg,sanborn-emmett-1917-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-emmett-1917-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-emmett-1917-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-emmett-1917-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-emmett-1917-005_th.jpg"
