objectid,title,nearesttown,year,latitude,longitude,browselink,ccccampbuilder,contemporaryname,filename,moreimages,display_template,object_location,image_small,image_thumb
extantccc037,Deadwood Lookout,Lowman,1936,44.126156,-115.704159,F-45,"Camp Deep Creek, F-45",,DeadwoodLookout.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/DeadwoodLookout.jpg,https://objects.lib.uidaho.edu/cccidaho/DeadwoodLookout.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/DeadwoodLookout.jpg
extantccc038,Dear Park Guard Station,Idaho City,1930,43.91555,-115.401648,F-175,"Camp Alexander Flat, F-175",Deer Park Cabin,DeerParkGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/DeerParkGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/DeerParkGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/DeerParkGuardStation.jpg
extantccc039,Deep Creek (Magruder) Bridge,Darby,1938,45.703752,-114.715676,F-45,"Camp Deep Creek, F-45",,,,ccc_building,,,
extantccc040,Deep Creek (Magruder) Ranger Station,Darby,1935,45.703752,-114.715676,F-45,"Camp Deep Creek, F-45",,DeepCreekRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/DeepCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/DeepCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/DeepCreekRangerStation.jpg
extantccc041,Deer Flat and Diversion Dam Embankments,Nampa,1935,43.573889,-116.706389,BR-24,"Camp Deer Flat, BR-24",Deer Flat National Wildlife Refuge,DeerFlatandDiversionDam.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/DeerFlatandDiversionDam.jpg,https://objects.lib.uidaho.edu/cccidaho/DeerFlatandDiversionDam.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/DeerFlatandDiversionDam.jpg
extantccc042,Dutch Creek Guard Station,Atlanta,1934,43.809125,-115.368905,,,,DutchCreekGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/DutchCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/DutchCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/DutchCreekGuardStation.jpg
extantccc043,Elk Creek Ranger Station,Lowman,1939,44.415456,-115.470077,F-102,"Camp Red River, F-102",Elk Creek Guard Station,ElkCreekRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/ElkCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/ElkCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/ElkCreekRangerStation.jpg
extantccc044,Fairview Ranger Station,Fairview,1939,44.335748,-113.354462,,,Fairview Guard Station,FairviewRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/FairviewRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/FairviewRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/FairviewRangerStation.jpg
extantccc045,Fishhook Tunnel,Avery,1939,47.20284,-115.844875,F-187,"Camp St. Joe River, F-187",,FishhookTunnel.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/FishhookTunnel.jpg,https://objects.lib.uidaho.edu/cccidaho/FishhookTunnel.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/FishhookTunnel.jpg
extantccc046,Garden Valley Ranger Station,Garden Valley,1930,44.061838,-115.919562,F-66,"Camp Gallagher, F-66",Garden Valley Work Center,GardenValleyRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/GardenValleyRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/GardenValleyRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/GardenValleyRangerStation.jpg
extantccc047,Goddard Bar Ranger Station,Lowell,1940,46.100886,-115.545532,F-190,"Camp O'Hara, F-190",Fenn Ranger Station,GoddardBarRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/GoddardBarRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/GoddardBarRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/GoddardBarRangerStation.jpg
extantccc048,Graham Guard Station,Idaho City,1934,43.954067,-115.273146,,,Graham Cabin,GrahamGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/GrahamGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/GrahamGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/GrahamGuardStation.jpg
extantccc049,Greenhorn Ranger Station,Ketchum,1937,43.594087,-114.411047,F-175,"Camp Alexander Flat, F-175",Greenhorn Guard Station,,,ccc_building,,,
extantccc050,Heise Ranger Station,Heise,1938,43.642145,-111.683616,,,,HeiseRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/HeiseRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/HeiseRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/HeiseRangerStation.jpg
extantccc051,Heyburn State Park - Chatcolet,St Maries,1938,47.376111,-116.760833,SP-1,"Camp Heyburn, SP-1",,,,ccc_building,,,
extantccc052,Heyburn State Park - Plummer Point,St Maries,1938,47.362222,-116.777222,SP-1,"Camp Heyburn, SP-1",,HeyburnStateParkPlummerPoint01.jpg,HeyburnStateParkPlummerPoint02.jpg;HeyburnStateParkPlummerPoint03.jpg;HeyburnStateParkPlummerPoint04.jpg;HeyburnStateParkPlummerPoint05.jpg;HeyburnStateParkPlummerPoint06.jpg;HeyburnStateParkPlummerPoint07.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/HeyburnStateParkPlummerPoint01.jpg,https://objects.lib.uidaho.edu/cccidaho/HeyburnStateParkPlummerPoint01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/HeyburnStateParkPlummerPoint01.jpg
extantccc053,Heyburn State Park - Rocky Point,St Maries,1938,47.354444,-116.748333,SP-1,"Camp Heyburn, SP-1",,HeyburnStateParkRockyPoint01.jpg,HeyburnStateParkRockyPoint02.jpg;HeyburnStateParkRockyPoint03.jpg;HeyburnStateParkRockyPoint04.jpg;HeyburnStateParkRockyPoint05.jpg;HeyburnStateParkRockyPoint06.jpg;HeyburnStateParkRockyPoint07.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/HeyburnStateParkRockyPoint01.jpg,https://objects.lib.uidaho.edu/cccidaho/HeyburnStateParkRockyPoint01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/HeyburnStateParkRockyPoint01.jpg
extantccc054,Hornet Creek Ranger Station,Council,1934,44.839406,-116.629013,,,Hornet Creek Guard Station,,,ccc_building,,,
extantccc055,Horse Heaven Cabin,Darby MT,1939,45.639105,-114.910292,F-156,"Camp Horse Heaven, F-156",,,,ccc_building,,,
extantccc056,Horse Mountain Lookout,New Meadows,1935,45.122162,-116.669867,P-221,P-221,,,,ccc_building,,,
extantccc057,Horton Peak Lookout,Stanley,1942,43.966283,-114.748369,,,,HortonPeakLookout.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/HortonPeakLookout.jpg,https://objects.lib.uidaho.edu/cccidaho/HortonPeakLookout.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/HortonPeakLookout.jpg
extantccc058,Howard Springs Picnic Site,Island Park,1935,44.670072,-111.286625,,,,,,ccc_building,,,
extantccc059,Hughes Creek Ranger Station,North Fork,1934,45.489477,-113.96933,F-91,F-91,Hughes Creek Field Station,,,ccc_building,,,
extantccc060,Idaho City Ranger Station,Idaho City,1930,43.822182,-115.841983,F-72,"Camp Guy B. Mains, F-72",,,,ccc_building,,,
extantccc061,Idaho State Forester's Office,Boise,1940,43.609653,-116.207962,S-231," Camp McConnel, S-231",The Literary Cabin,IdahoStateForester_sOffice.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/IdahoStateForester_sOffice.jpg,https://objects.lib.uidaho.edu/cccidaho/IdahoStateForester_sOffice.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/IdahoStateForester_sOffice.jpg
extantccc062,Indian (Mica) Mountain Lookout,Donnelly,1933,44.598499,-116.249304,,,,IndianMicaMountainLookout.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/IndianMicaMountainLookout.jpg,https://objects.lib.uidaho.edu/cccidaho/IndianMicaMountainLookout.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/IndianMicaMountainLookout.jpg
extantccc063,Indian Creek Retaining Walls,Caldwell,1930,43.665696,-116.689222,BR-24,"Camp Deer Flat, BR-24",,,,ccc_building,,,
extantccc064,Indianola Ranger Station,North Fork,1933,45.401306,-114.167579,,,Indianola Work Center,IndianolaRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/IndianolaRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/IndianolaRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/IndianolaRangerStation.jpg
extantccc065,Johnson Creek Guard Station,Yellow Pine,1934,44.924396,-115.480986,F-64,,,JohnsonCreekGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/JohnsonCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/JohnsonCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/JohnsonCreekGuardStation.jpg
extantccc066,Ketchum Ranger Station,Ketchum,1933,43.678604,-114.363617,,,Ketchum Ranger District Administrative Site,KetchumRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/KetchumRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/KetchumRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/KetchumRangerStation.jpg
extantccc067,Krassel Ranger Station,Yellow Pine,1937,44.970556,-115.731389,,,,KrasselRangerStation01.jpg,KrasselRangerStation02.jpg;KrasselRangerStation03.jpg;KrasselRangerStation04.jpg;KrasselRangerStation05.jpg;KrasselRangerStation06.jpg;KrasselRangerStation07.jpg;KrasselRangerStation08.jpg;KrasselRangerStation09.jpg;KrasselRangerStation10.jpg;KrasselRangerStation11.jpg;KrasselRangerStation12.jpg;KrasselRangerStation13.jpg;KrasselRangerStation14.jpg;KrasselRangerStation15.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/KrasselRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/KrasselRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/KrasselRangerStation01.jpg
extantccc068,Laird Park,Harvard,1935,46.944092,-116.645893,,,Laird Park Campground,,,ccc_building,,,
extantccc069,Lake Park Ranger Station,McCall,1930,44.921257,-115.949667,,,Lake Fork Guard Station,LakeParkRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LakeParkRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/LakeParkRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LakeParkRangerStation.jpg
extantccc070,Lake Walcott State Park Stone Wall,Rupert,1939,42.675755,-113.475814,BR-27,"Camp Minidoka, BR-27",Lake Walcott State Park Stone Wall,LakeWalcottStateParkStoneWall.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LakeWalcottStateParkStoneWall.jpg,https://objects.lib.uidaho.edu/cccidaho/LakeWalcottStateParkStoneWall.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LakeWalcottStateParkStoneWall.jpg
extantccc071,Lamb Creek School,Priest River,1934,48.526111,-116.937778,,,,LambCreekSchool01.jpg,LambCreekSchool02.jpg;LambCreekSchool03.jpg;LambCreekSchool04.jpg;LambCreekSchool05.jpg;LambCreekSchool06.jpg;LambCreekSchool07.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LambCreekSchool01.jpg,https://objects.lib.uidaho.edu/cccidaho/LambCreekSchool01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LambCreekSchool01.jpg
extantccc072,Landmark Ranger Station,Cascade,1934,44.657679,-115.542057,,,,,,ccc_building,,,
extantccc073,Lick Creek Lookout,Riggins,1933,45.106826,-116.50486,,,,,,ccc_building,,,
extantccc074,Little Ski Area,McCall,1938,44.930276,-116.162446,,,Payette Lakes Winter Sports Area,LittleSkiArea.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LittleSkiArea.jpg,https://objects.lib.uidaho.edu/cccidaho/LittleSkiArea.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LittleSkiArea.jpg
extantccc075,Lochsa Ranger Station,Kooskia,1930,46.338447,-115.328988,,,Lochsa Historical Ranger Station,LochsaRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LochsaRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/LochsaRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LochsaRangerStation.jpg
extantccc076,Lolo Pass Stateline Cabin,Kooskia,1934,46.338773,-115.327959,,,,,,ccc_building,,,
extantccc077,Long Tom Campground,Salmon,1937,45.300193,-114.580647,,,Long Tom Outhouse,LongTomCampground01.jpg,LongTomCampground02.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LongTomCampground01.jpg,https://objects.lib.uidaho.edu/cccidaho/LongTomCampground01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LongTomCampground01.jpg
extantccc078,Lookout Butte Lookout,Kooskis,1935,46.073711,-115.65927,,,,,,ccc_building,,,
extantccc079,Lookout Pass Ski Lodge,Wallace,1941,47.45598,-115.697295,P-233,"Camp Shafer Butte, P-233",,,,ccc_building,,,
extantccc080,Loon Creek Ranger Station,Casto,1934,44.547133,-114.851477,F-33,"Camp Bonanza, F-33",Loon Creek Guard Station,LoonCreekGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/LoonCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/LoonCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/LoonCreekGuardStation.jpg
extantccc081,Lost River Ranger District,Mackay,1938,43.917627,-113.615516,,,,,,ccc_building,,,
extantccc082,Luby Bay Ranger Station,Priest River,1935,43.917627,-113.615516,F-142,"Camp Kalispell Bay, F-142",Priest Lake Museum,,,ccc_building,,,
extantccc083,Magee Ranger Station,Prichard,1935,47.841944,-116.243056,F-132,"Camp Magee, F-132",,MageeRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/MageeRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/MageeRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/MageeRangerStation.jpg
extantccc084,Magruder Road,Elk City/Darby,1936,45.706155,-115.342861,F-145;F-184,"Camps Deep Creek, F-145, and Red River, F-184",Montana Road,,,ccc_building,,,
extantccc085,Manning Crevice Bridge,Riggins,1935,45.401492,-116.11685,F-108;F-109,"Camp French Creek, F-108 and F-109",,,,ccc_building,,,
extantccc086,May Ranger Station,May,1935,44.607451,-113.910833,,,,,,ccc_building,,,
extantccc087,McCall District Administrative Site,McCall,1930,44.909722,-116.105833,,,McCall Ranger District,McCallDistrictAdministrativeSite01.jpg,McCallDistrictAdministrativeSite02.jpg;McCallDistrictAdministrativeSite03.jpg;McCallDistrictAdministrativeSite04.jpg;McCallDistrictAdministrativeSite05.jpg;McCallDistrictAdministrativeSite06.jpg;McCallDistrictAdministrativeSite07.jpg;McCallDistrictAdministrativeSite08.jpg;McCallDistrictAdministrativeSite09.jpg;McCallDistrictAdministrativeSite10.jpg;McCallDistrictAdministrativeSite11.jpg;McCallDistrictAdministrativeSite12.jpg;McCallDistrictAdministrativeSite13.jpg;McCallDistrictAdministrativeSite14.jpg;McCallDistrictAdministrativeSite15.jpg;McCallDistrictAdministrativeSite16jpg;McCallDistrictAdministrativeSite17.jpg;McCallDistrictAdministrativeSite18.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/McCallDistrictAdministrativeSite01.jpg,https://objects.lib.uidaho.edu/cccidaho/McCallDistrictAdministrativeSite01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/McCallDistrictAdministrativeSite01.jpg
extantccc088,McPherson Bridge,Eagle,1934,47.94355,-116.099763,F-154,"Camp Devil’s Elbow, F-154",,McPhersonBridge.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/McPhersonBridge.jpg,https://objects.lib.uidaho.edu/cccidaho/McPhersonBridge.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/McPhersonBridge.jpg
extantccc089,Mill Creek Guard Station,Council,1930,44.456554,-116.298197,,,Mill Creek Cabin,MillCreekGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/MillCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/MillCreekGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/MillCreekGuardStation.jpg
extantccc090,Moscow CCC Camp Barracks,Moscow,1935,46.71559,-117.003408,SCS-1,"Camp Moscow, SCS-1",Plantation Tavern,MoscowCCCCampBarracks.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/MoscowCCCCampBarracks.jpg,https://objects.lib.uidaho.edu/cccidaho/MoscowCCCCampBarracks.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/MoscowCCCCampBarracks.jpg
extantccc091,Moscow CCC Camp Mess Hall,Moscow,1935,46.71559,-117.003408,SCS-1,"Camp Moscow, SCS-1",Iron Wok Restaurant,MoscowCCCCampMessHall.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/MoscowCCCCampMessHall.jpg,https://objects.lib.uidaho.edu/cccidaho/MoscowCCCCampMessHall.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/MoscowCCCCampMessHall.jpg
extantccc092,Neinmeyer Campground Privy,Idaho City,1930,43.755887,-115.568274,,,,NeinmeyerCampgroundPrivy.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/NeinmeyerCampgroundPrivy.jpg,https://objects.lib.uidaho.edu/cccidaho/NeinmeyerCampgroundPrivy.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/NeinmeyerCampgroundPrivy.jpg
