title,creator,date,date is approximate,description,location,county,region,features,flight_line,aerial-type,source,identifier,digitization specifications,rights,format,type,latitude,longitude,digital_collection,cd rom call number,publisher digital,language,date digital,date loaded,contributors,date created,date modified,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
C148,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Thompson Point,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C148,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,255,aerial255,image,aerial255.jpg,https://objects.lib.uidaho.edu/aerial/aerial255.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial255_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial255_th.jpg,
C149,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Sheep Mountain,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C149,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,256,aerial256,image,aerial256.jpg,https://objects.lib.uidaho.edu/aerial/aerial256.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial256_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial256_th.jpg,
C150,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Sheep Mountain,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C150,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,257,aerial257,image,aerial257.jpg,https://objects.lib.uidaho.edu/aerial/aerial257.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial257_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial257_th.jpg,
C151,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Sheep Mountain,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C151,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,258,aerial258,image,aerial258.jpg,https://objects.lib.uidaho.edu/aerial/aerial258.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial258_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial258_th.jpg,
C152,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Sheep Mountain,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C152,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,259,aerial259,image,aerial259.jpg,https://objects.lib.uidaho.edu/aerial/aerial259.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial259_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial259_th.jpg,
C153,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Sheep Mountain,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C153,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,260,aerial260,image,aerial260.jpg,https://objects.lib.uidaho.edu/aerial/aerial260.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial260_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial260_th.jpg,
C162,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Clearwater County, Idaho","Clearwater County, Idaho",Sheep Mountain,,A-N,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C162,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,261,aerial261,image,aerial261.jpg,https://objects.lib.uidaho.edu/aerial/aerial261.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial261_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial261_th.jpg,
C163,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho",,Moscow,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C163,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,262,aerial262,image,aerial262.jpg,https://objects.lib.uidaho.edu/aerial/aerial262.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial262_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial262_th.jpg,
C164,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C164,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,263,aerial263,image,aerial263.jpg,https://objects.lib.uidaho.edu/aerial/aerial263.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial263_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial263_th.jpg,
C165,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C165,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,264,aerial264,image,aerial264.jpg,https://objects.lib.uidaho.edu/aerial/aerial264.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial264_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial264_th.jpg,
C166,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C166,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,265,aerial265,image,aerial265.jpg,https://objects.lib.uidaho.edu/aerial/aerial265.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial265_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial265_th.jpg,
C167,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C167,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,266,aerial266,image,aerial266.jpg,https://objects.lib.uidaho.edu/aerial/aerial266.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial266_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial266_th.jpg,
C168,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C168,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,267,aerial267,image,aerial267.jpg,https://objects.lib.uidaho.edu/aerial/aerial267.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial267_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial267_th.jpg,
C169,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C169,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,268,aerial268,image,aerial268.jpg,https://objects.lib.uidaho.edu/aerial/aerial268.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial268_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial268_th.jpg,
C170,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Moscow, Idaho","Latah County, Idaho","East Moscow, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C170,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,269,aerial269,image,aerial269.jpg,https://objects.lib.uidaho.edu/aerial/aerial269.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial269_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial269_th.jpg,
C171,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Troy, Idaho","Latah County, Idaho","Troy, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C171,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,270,aerial270,image,aerial270.jpg,https://objects.lib.uidaho.edu/aerial/aerial270.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial270_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial270_th.jpg,
C172,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Troy, Idaho","Latah County, Idaho","Troy, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C172,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,271,aerial271,image,aerial271.jpg,https://objects.lib.uidaho.edu/aerial/aerial271.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial271_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial271_th.jpg,
C173,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Troy, Idaho","Latah County, Idaho","Troy, Idaho",,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C173,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,272,aerial272,image,aerial272.jpg,https://objects.lib.uidaho.edu/aerial/aerial272.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial272_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial272_th.jpg,
C174,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Troy, Idaho; Troy, Idaho","Latah County, Idaho","Troy, Idaho",Troy; Spring Valley Creek; Big Meadow Creek,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C174,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,273,aerial273,image,aerial273.jpg,https://objects.lib.uidaho.edu/aerial/aerial273.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial273_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial273_th.jpg,
C175,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard. Corresponds with C Index 7","Latah County, Idaho; Troy, Idaho; Troy, Idaho","Latah County, Idaho","Troy, Idaho",Troy; Spring Valley Creek; Big Meadow Creek,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C175,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,274,aerial274,image,aerial274.jpg,https://objects.lib.uidaho.edu/aerial/aerial274.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial274_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial274_th.jpg,
C176,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Latah County, Idaho; Troy, Idaho; Troy, Idaho","Latah County, Idaho","Troy, Idaho",Troy; Spring Valley Creek; Big Meadow Creek,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C176,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,275,aerial275,image,aerial275.jpg,https://objects.lib.uidaho.edu/aerial/aerial275.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial275_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial275_th.jpg,
C177,Washington National Guard,1934,,"Black and white 1934 vertical air photo taken from aircraft, by the Washington National Guard.","Latah County, Idaho","Latah County, Idaho",Little Bear Ridge,,9-E,vertical-photo,"Partial sets of prints are owned by the US Forest Service in Orofino, ID and the Potlatch Corporation in Lewiston, ID. Two of the CD-ROM copies have been retained by the University of Idaho Library. One is kept in Special Collections.",34C177,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,F746 P79 1998 disc2,University of Idaho Library,eng,1998,2009-03,Dennis Baird,2009-03-03,2014-10-28,276,aerial276,image,aerial276.jpg,https://objects.lib.uidaho.edu/aerial/aerial276.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial276_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial276_th.jpg,
